time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
56:36.5,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.67,0.655913978,0.983870968,-0.077355072,0.025,-0.06048906,0.067821068,0.0141,0.065620187,0,0,0,0,0,0,0,0,0,52.3,,,,,,,,
56:32.7,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.62,0.630434783,0.935483871,0.026811594,0.1,0.041184041,0.043537415,0.0096,0.044513607,0,0,0,0,0,0,0,0,0,52.4,,,,,,,,
56:32.7,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.64,0.724137931,0.677419355,-0.194581686,-0.134090909,-0.191334191,0.41643324,0.0446,0.348141909,0,0,0,0,0,0,0,0,0,52.5,,,,,,,,
56:32.6,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.65,0.64516129,0.967741935,-0.086594203,0.05,-0.06048906,0.067821068,0.0141,0.065620187,0,0,0,0,0,0,0,0,0,52.6,,,,,,,,
56:32.5,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.67,0.659340659,0.967741935,-0.15326087,0.05,-0.114543115,0.13671275,0.0267,0.128140544,0,0,0,0,0,0,0,0,0,52.7,,,,,,,,
56:32.5,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6,0.612244898,0.967741935,-0.010227273,-0.020454545,-0.011154011,0.011463845,0.0026,0.011398633,0,0,0,0,0,0,0,0,0,52.8,,,,,,,,
54:42.5,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.67,0.655913978,0.983870968,-0.077355072,0.025,-0.06048906,0.067821068,0.0141,0.065620187,0,0,0,0,0,0,0,0,0,52.9,,,,,,,,
54:39.1,3,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.679184052,0.693393129,0.766635189,0.074035427,0.08392248,0.123213167,0.171373728,0.019122655,0.187998448,0.000199026,0.000515965,0.000304838,0.000533628,0.00223095,2.17E-05,1.70E-05,1.28E-06,2.48E-05,53,,,,,,,,
54:39.1,3,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.682892907,0.693187602,0.780041611,0.134505807,0.141722991,0.183043662,0.233166032,0.028520527,0.266721757,0.000163778,0.000548598,0.000272251,0.003077587,0.00331375,0.001618951,0.001421565,4.91E-05,0.002501667,53.1,,,,,,,,
54:39.1,3,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.661103384,0.67897444,0.753930608,-0.075913862,-0.073563209,-0.031588306,0.06614,0.005237661,0.060482825,0.000106176,0.000688046,0.001222667,0.002496783,0.005050716,0.0021077,0.008398536,5.22E-05,0.006995887,53.2,,,,,,,,
54:39.0,3,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.677793231,0.68692521,0.780765035,0.030313911,0.0284603,0.075449831,0.106909286,0.038287221,0.30557164,6.36E-05,0.000216906,0.000557409,0.001455931,0.001751999,0.000833926,0.001452844,6.44E-06,7.76E-05,53.3,-0.136003932,-0.087513109,-0.154028994,0.263762006,0.000161703,0.000915854,3.54E-05,0.000237567
54:39.0,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.675475197,0.684971052,0.78002334,0.000200865,0.010173925,0.049265503,0.072420627,0.007703354,0.075358403,0.000111334,0.000409653,0.000417451,0.001020591,0.001065845,0.000168851,0.000309667,5.18E-06,0.00036452,53.4,,,,,,,,
54:39.0,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.660176171,0.70080539,0.687059073,-0.049224096,-0.059362402,-0.007193797,0.034208932,0.002793247,0.033387851,0.000213212,0.000722494,0.000365911,0.000642902,0.003041102,0.000457399,0.000826551,5.12E-06,0.000753566,53.5,,,,,,,,
54:38.9,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.672693556,0.688967054,0.758327926,0.073014324,0.088403608,0.1230874,0.171808322,0.019171014,0.188684795,0.000180972,0.00049889,0.000207808,0.000977543,0.000478497,0.000155251,0.000237916,7.04E-06,0.000348986,53.6,,,,,,,,
54:38.9,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.671302735,0.682105159,0.775003029,0.192718685,0.160583205,0.225942718,0.274632662,0.035228318,0.322113064,0.00015518,0.000481287,0.000177154,0.002680834,0.001219052,0.001374766,0.00106798,4.78E-05,0.002093098,53.7,,,,,,,,
54:38.8,3,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.659712564,0.672660018,0.766695765,-0.041179808,-0.034133341,0.00312473,0.020274094,0.002089777,0.020436427,0.00021966,0.000682774,0.000104706,0.000875387,0.000962331,0.000236211,0.000161334,1.98E-06,0.000169086,53.8,,,,,,,,
54:38.8,3,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.66759388,0.683948011,0.757863117,-0.012981187,-0.002312823,0.034389504,0.051945272,0.033892305,0.275736366,0.000202465,0.000496261,0.00058117,0.000755316,0.001371249,0.00023648,0.000458859,2.88E-05,0.003506568,53.9,-0.135735869,-0.092246866,-0.152856527,0.270993639,0.001763228,0.003744243,0.001452986,0.005455108
54:38.8,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.659248957,0.66442953,0.757653061,0.101649461,0.075217391,0.128319116,0.177202588,0.020659199,0.195045267,0,0,0,0,0,0,0,0,0,54,,,,,,,,
54:32.8,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.664812239,0.663066955,0.783163265,0.212601061,0.183913043,0.238663943,0.286002246,0.038424562,0.336875462,0,0,0,0,0,0,0,0,0,54.1,,,,,,,,
54:32.8,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.646731572,0.64806867,0.770408163,-0.022819251,-0.055072464,0.000192238,0.000296538,3.10E-05,0.000296582,0,0,0,0,0,0,0,0,0,54.2,,,,,,,,
49:51.1,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.66759388,0.66962306,0.770408163,0.083882166,0.058550725,0.112711763,0.157146207,0.040883161,0.293849493,0,0,0,0,0,0,0,0,0,54.3,-0.119231414,-0.078051206,-0.1467119,0.253700361,0,0,0,0
49:32.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.660639777,0.66017316,0.778061224,0.042979278,0.005942029,0.067631864,0.09709525,0.010888636,0.102138212,0,0,0,0,0,0,0,0,0,54.4,,,,,,,,
49:32.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.639777469,0.669211196,0.670918367,-0.015982398,-0.052898551,0.006427971,0.011650697,0.001034894,0.011719098,0,0,0,0,0,0,0,0,0,54.5,,,,,,,,
49:32.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.653685675,0.660674157,0.75,0.116083424,0.085217391,0.140442148,0.192114259,0.02261099,0.213334641,0,0,0,0,0,0,0,0,0,54.6,,,,,,,,
49:32.5,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.653685675,0.653763441,0.775510204,0.264770872,0.193913043,0.278373183,0.320350091,0.044817694,0.386177453,0,0,0,0,0,0,0,0,0,54.7,,,,,,,,
49:32.5,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.64255911,0.644539615,0.767857143,0.000659459,-0.023333333,0.024366214,0.036423722,0.003922926,0.037103627,0,0,0,0,0,0,0,0,0,54.8,,,,,,,,
44:39.4,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.650904033,0.652928416,0.767857143,0.025811263,0.005072464,0.0520966,0.076303101,0.027681005,0.19633981,0,0,0,0,0,0,0,0,0,54.9,-0.081743989,-0.049686525,-0.107072025,0.176853448,0,0,0,0
44:25.2,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.688456189,0.719907407,0.751207729,0.075345962,0.03092006,0.11705314,0.168556522,0.018748029,0.184591958,0,0,0,0,0,0,0,0,0,55,,,,,,,,
44:20.4,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.69123783,0.720183486,0.758454106,0.101956606,0.060331825,0.144830918,0.200535117,0.023197108,0.223812671,0,0,0,0,0,0,0,0,0,55.1,,,,,,,,
44:20.3,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66620306,0.712195122,0.70531401,-0.142845519,-0.168363499,-0.096509662,0.195737906,0.015457646,0.178763489,0,0,0,0,0,0,0,0,0,55.2,,,,,,,,
39:41.5,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.678720445,0.705617978,0.758454106,-0.002103042,-0.030731523,0.042342995,0.064865865,0.039136415,0.307784381,0,0,0,0,0,0,0,0,0,55.3,-0.150008609,-0.05609665,-0.161287522,0.285538651,0,0,0,0
39:26.1,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.681502086,0.709750567,0.756038647,-0.008602959,-0.027526395,0.040615942,0.062889201,0.006505326,0.064953755,0,0,0,0,0,0,0,0,0,55.4,,,,,,,,
39:26.0,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.673157163,0.734908136,0.676328502,-0.077489456,-0.129901961,-0.037391304,0.074782609,0.005988846,0.072118417,0,0,0,0,0,0,0,0,0,55.5,,,,,,,,
39:25.9,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.682892907,0.715277778,0.746376812,0.060146053,0.063348416,0.11705314,0.168556522,0.018748029,0.184591958,0,0,0,0,0,0,0,0,0,55.6,,,,,,,,
39:25.8,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.680111266,0.707207207,0.758454106,0.16798919,0.112368024,0.200386473,0.257639752,0.032095264,0.297920644,0,0,0,0,0,0,0,0,0,55.7,,,,,,,,
39:25.7,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.678720445,0.707482993,0.753623188,-0.06253144,-0.076357466,-0.011485507,0.019010495,0.001839597,0.018832053,0,0,0,0,0,0,0,0,0,55.8,,,,,,,,
34:56.0,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.66620306,0.704225352,0.724637681,-0.030295871,-0.050904977,0.014601449,0.024167916,0.033221075,0.292369682,0,0,0,0,0,0,0,0,0,55.9,-0.141319194,-0.048275003,-0.151105054,0.27887342,0,0,0,0
34:41.7,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68984701,0.695842451,0.791044776,0.045110858,0.145629987,0.124267245,0.168362074,0.017960736,0.184358118,0,0,0,0,0,0,0,0,0,56,,,,,,,,
34:36.9,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.692628651,0.696312364,0.798507463,0.088959755,0.180924105,0.165636125,0.212960732,0.02393991,0.239477136,0,0,0,0,0,0,0,0,0,56.1,,,,,,,,
34:36.9,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.670375522,0.676659529,0.786069652,-0.062076815,0.002746335,0.001552504,0.002385555,0.000224388,0.002388405,0,0,0,0,0,0,0,0,0,56.2,,,,,,,,
29:59.2,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.687065369,0.685534591,0.813432836,0.00916261,0.0575617,0.071294735,0.098715787,0.034842087,0.315081047,0,0,0,0,0,0,0,0,0,56.3,-0.138771772,-0.128391473,-0.154087561,0.252047007,0,0,0,0
29:43.3,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.684283727,0.684989429,0.805970149,-0.033773723,0.052106142,0.039548703,0.057277432,0.005716099,0.058983241,0,0,0,0,0,0,0,0,0,56.4,,,,,,,,
29:43.2,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.66759388,0.698296837,0.713930348,-0.054200435,0.004713305,0.009381943,0.01619349,0.001356002,0.016326038,0,0,0,0,0,0,0,0,0,56.5,,,,,,,,
29:43.1,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.681502086,0.690949227,0.778606965,0.042813495,0.116645018,0.11176691,0.154754183,0.016154023,0.168127787,0,0,0,0,0,0,0,0,0,56.6,,,,,,,,
29:42.9,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.680111266,0.685344828,0.791044776,0.145395991,0.175468547,0.199068498,0.245908144,0.028771996,0.282241094,0,0,0,0,0,0,0,0,0,56.7,,,,,,,,
29:42.9,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.657858136,0.665957447,0.778606965,-0.061667443,-0.002709222,-0.003506518,0.005388064,0.000506808,0.0053736,0,0,0,0,0,0,0,0,0,56.8,,,,,,,,
25:13.1,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.685674548,0.694690265,0.781094527,-0.034458952,0.038894043,0.036470462,0.055364798,0.040774836,0.338499607,0,0,0,0,0,0,0,0,0,56.9,-0.184144423,-0.17877907,-0.200392503,0.35725405,0,0,0,0
24:59.8,3,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.666666667,0.718253968,0.82526089,-0.020923514,0.021095008,-0.047412823,0.193216622,0.026,0.169785817,0.001488889,0.002015621,0.00372389,0.019346764,0.005631765,0.024107156,0.034035313,0.000489707,0.02194354,57,,,,,,,,
24:59.8,3,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.67,0.712753224,0.845724324,-0.016454576,0.045439045,-0.032325441,0.223445739,0.0311,0.199067581,0.001866667,0.001408547,0.004353751,0.02251459,0.010948419,0.030633229,0.032113512,0.000420407,0.018985428,57.1,,,,,,,,
24:59.8,3,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.68442132,0.899084008,-0.012045941,0.054314673,-0.004569766,0.056018533,0.009766667,0.055040608,0,0.000114343,1.97E-05,0.001995282,3.04E-05,0.002710389,0.000869265,2.42E-05,0.000743844,57.2,,,,,,,,
24:59.7,3,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.693333333,0.699569337,0.939770375,-0.036072746,0.02304632,-0.042889212,0.133486064,0.0212,0.121642158,0.000422222,0.000557362,0.000102948,0.011601565,0.007043243,0.016142829,0.0159434,0.000350747,0.011653053,57.3,,,,,,,,
24:59.7,3,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.696666667,0.700664657,0.944141205,0.007304955,0.045978971,-0.004750559,0.081174164,0.014233333,0.07901475,0.000622222,0.000580396,7.80E-05,0.001946275,0.001580321,0.005544827,0.001878526,4.30E-05,0.001479069,57.4,,,,,,,,
24:59.7,3,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.62,0.747383743,0.642093816,-0.006216858,0.042360519,-0.017906835,0.421395133,0.037066667,0.349105557,0.0002,0.000174966,0.000984577,0.041508254,0.025842067,0.047063237,0.141932187,0.000612762,0.064876928,57.5,,,,,,,,
24:59.6,3,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.686666667,0.692381407,0.944141205,-0.018448785,0.045978971,-0.018520818,0.062472293,0.0109,0.060141941,0.000355556,0.000438337,7.80E-05,0.001729153,0.001580321,0.004018137,0.002596783,7.51E-05,0.002225165,57.6,,,,,,,,
24:59.6,3,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.696666667,0.70216771,0.9390907,-0.086141768,-0.003097471,-0.089726015,0.128429992,0.0191,0.111865987,0.000688889,0.000783043,0.000176994,0.006982459,0.003008006,0.010651035,0.02407587,0.000490447,0.017423054,57.7,,,,,,,,
24:59.6,3,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.656666667,0.667945439,0.954723216,-0.004475601,0.035189921,0.000559142,0.008885329,0.001666667,0.008897631,0.000155556,0.000333994,0.000140434,1.57E-05,0.00153128,9.22E-05,2.59E-05,8.29E-07,2.62E-05,57.8,,,,,,,,
24:59.6,3,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.686666667,0.69579895,0.934238869,0.01129673,0.059761296,0.0019591,0.138149116,0.023833333,0.133892408,0.001422222,0.000752699,0.000214117,0.009611966,0.003821917,0.015637918,0.005005673,9.85E-05,0.0035965,57.9,,,,,,,,
24:59.5,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.72,0.75,0.863636364,-0.214787582,-0.082352941,-0.259934549,0.447665056,0.0556,0.369951953,0,0,0,0,0,0,0,0,0,58,,,,,,,,
24:57.8,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.73,0.753246753,0.878787879,-0.224591503,-0.101960784,-0.274427302,0.472624799,0.0587,0.387046386,0,0,0,0,0,0,0,0,0,58.1,,,,,,,,
24:57.8,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.686046512,0.893939394,-0.075204248,0.050980392,-0.077606358,0.096231884,0.0166,0.091878739,0,0,0,0,0,0,0,0,0,58.2,,,,,,,,
23:00.1,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.72,0.720930233,0.939393939,-0.18247549,-0.094117647,-0.217858813,0.306982872,0.0466,0.26772133,0,0,0,0,0,0,0,0,0,58.3,,,,,,,,
22:56.6,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.73,0.729411765,0.939393939,-0.05253268,-0.007843137,-0.109864423,0.141908213,0.0235,0.132700734,0,0,0,0,0,0,0,0,0,58.4,,,,,,,,
22:56.5,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.61,0.754716981,0.606060606,-0.274223856,-0.180392157,-0.300607761,0.931884058,0.0643,0.658495723,0,0,0,0,0,0,0,0,0,58.5,,,,,,,,
22:56.4,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.7,0.704545455,0.939393939,-0.076838235,-0.007843137,-0.106591865,0.132173913,0.0228,0.124139601,0,0,0,0,0,0,0,0,0,58.6,,,,,,,,
22:56.3,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.72,0.726190476,0.924242424,-0.203921569,-0.074509804,-0.235624123,0.347826087,0.0504,0.298492989,0,0,0,0,0,0,0,0,0,58.7,,,,,,,,
